study_hours,sleep_hours,break_frequency,concentration_level,burnout_risk
9.7,6.1,23,1,65.48
7.0,4.7,17,3,34.62
6.8,7.5,35,4,11.27
7.9,7.9,40,5,17.57
9.2,12.6,35,2,23.67
9.4,10.0,27,1,41.13
13.9,6.0,35,4,57.7
5.0,6.0,20,4,23.25
9.0,11.4,60,4,5.25
6.7,7.8,26,4,18.21
7.2,6.3,13,4,36.93
8.4,6.3,25,3,41.68
6.3,7.3,54,5,1.64
16.0,6.1,5,3,96.98
11.9,14.9,50,4,5.37
9.4,9.2,19,2,35.9
8.6,6.2,11,3,47.34
9.1,7.2,50,1,63.11
9.0,9.8,31,3,22.16
7.6,2.9,37,1,61.06
3.1,6.6,22,4,3.31
7.2,7.5,10,2,39.2
6.5,3.4,28,4,40.82
7.7,11.2,30,2,16.72
7.0,7.1,12,5,19.3
6.3,6.2,44,5,10.83
8.7,6.3,11,5,39.84
10.2,4.6,38,3,49.81
7.1,5.0,34,4,36.25
7.5,5.9,55,1,44.24
13.3,6.5,25,1,86.02
9.4,7.7,16,2,51.32
12.1,7.4,19,2,67.8
8.4,3.8,24,1,70.85
6.9,3.3,38,1,55.8
4.5,6.5,48,2,26.52
5.5,3.3,16,3,37.05
9.9,3.3,10,3,65.01
6.0,13.2,45,2,0.0
9.3,7.6,39,3,41.46
9.9,10.2,32,4,22.82
7.9,6.6,29,1,62.04
19.4,10.7,43,3,72.69
7.7,7.9,57,5,12.19
6.5,6.9,9,5,23.27
8.5,7.5,28,2,42.64
3.4,6.2,33,5,0.0
7.0,9.5,33,2,22.62
6.4,11.8,16,3,9.52
10.0,13.8,12,5,2.04
8.3,11.1,55,1,19.9
11.0,10.0,51,2,44.05
7.2,7.8,50,5,5.7
8.5,7.4,52,5,27.59
7.4,4.3,6,3,54.7
9.4,6.7,44,2,49.16
9.1,6.0,58,1,56.79
8.7,7.9,50,1,55.04
7.6,7.4,52,4,13.11
9.2,6.8,54,5,21.24
9.4,2.1,35,2,83.26
6.5,4.0,6,4,40.27
7.7,10.7,53,1,26.2
9.5,6.6,21,1,68.78
12.5,8.2,25,2,67.91
6.3,6.3,45,1,33.79
6.5,6.8,16,2,42.39
8.7,3.0,58,3,54.36
7.5,6.1,51,4,27.73
8.2,3.6,58,2,56.35
7.5,7.5,44,4,13.71
8.9,7.7,7,5,39.8
4.2,8.1,7,5,7.51
4.4,7.8,29,1,33.97
7.7,7.7,28,2,31.51
10.0,8.6,44,3,38.32
7.2,9.9,35,1,26.96
6.9,11.5,7,2,27.33
5.0,4.7,14,5,23.06
6.8,13.4,58,1,11.65
6.6,7.1,32,4,19.84
8.7,6.4,37,4,28.8
7.7,7.1,26,5,21.82
9.4,6.7,21,1,59.66
16.8,7.3,45,1,97.27
3.3,7.4,56,5,0.0
7.4,6.2,8,5,25.79
10.0,11.2,56,4,13.03
8.5,6.2,22,4,42.16
9.4,6.3,26,2,47.89
8.7,12.2,55,1,33.41
16.5,6.7,9,2,99.18
9.6,7.1,59,3,40.14
9.1,14.0,20,4,2.52
7.2,11.4,16,4,8.64
17.0,8.0,46,3,65.08
11.6,9.6,38,4,35.76
6.8,13.4,45,5,0.0
9.4,7.2,9,5,39.39
8.7,7.8,7,2,56.4
6.4,7.6,36,1,37.79
8.7,9.7,48,5,9.56
9.6,3.6,5,5,61.7
13.3,6.9,6,2,67.44
9.2,5.4,49,3,36.59
7.2,9.1,39,3,28.2
6.6,9.0,12,5,9.17
18.7,6.2,55,5,67.8
9.0,5.1,60,1,58.08
1.8,6.9,7,5,0.0
6.6,6.4,28,4,33.12
15.3,5.3,41,3,88.82
9.1,12.3,28,1,39.9
6.7,7.1,27,3,24.1
9.7,9.0,26,1,49.25
9.6,13.7,6,5,14.01
2.6,9.6,17,5,0.0
6.5,6.6,13,3,40.87
6.7,7.3,27,2,38.29
8.1,6.1,29,3,44.74
7.6,6.4,26,1,48.62
6.4,4.0,45,2,40.36
1.5,6.1,51,3,0.0
6.6,2.9,38,2,52.0
5.2,7.5,24,2,29.9
13.5,7.9,56,5,37.43
3.5,7.5,45,5,0.0
9.0,14.5,21,4,0.0
8.4,8.0,44,2,31.39
7.7,7.0,32,4,33.05
6.7,6.4,45,4,30.83
3.5,6.7,19,1,25.83
6.8,7.5,18,3,32.18
6.0,8.7,13,4,9.35
8.7,3.1,10,4,42.0
15.7,14.0,26,4,42.04
8.2,8.7,5,4,26.44
5.5,9.1,42,2,15.82
9.1,6.3,36,3,47.14
7.5,9.1,29,1,34.08
9.0,7.8,31,1,47.47
7.5,12.5,19,1,27.24
8.8,3.9,37,4,50.91
8.0,7.2,48,5,15.87
9.3,3.6,54,3,51.94
1.4,6.5,35,3,0.0
8.9,4.4,9,4,56.04
8.8,13.9,59,2,8.51
7.2,6.1,54,3,29.75
7.3,7.7,48,4,8.45
2.5,6.1,37,5,0.0
7.0,6.2,48,4,26.61
8.3,7.2,45,5,24.57
4.2,5.7,19,5,6.79
10.9,4.6,60,1,68.35
9.5,6.3,33,1,46.53
7.2,14.0,40,5,0.0
8.3,6.6,18,1,54.19
8.0,7.3,24,4,36.91
7.9,7.7,33,2,37.95
6.5,2.7,11,2,55.48
9.1,13.7,7,4,12.24
8.1,6.9,14,4,34.43
9.6,14.4,57,1,4.48
14.8,13.3,27,2,46.56
6.3,6.5,40,2,45.21
18.3,7.1,29,3,90.12
7.7,7.9,36,2,31.06
9.2,8.4,49,2,42.87
6.5,2.1,59,1,51.18
9.2,7.0,20,1,58.53
6.2,6.6,16,2,41.8
7.1,7.7,23,5,12.95
2.8,7.5,12,3,16.32
7.8,6.9,46,5,20.36
18.5,6.8,6,3,98.71
9.0,14.7,10,4,2.23
7.4,14.0,40,3,3.54
6.5,8.9,57,4,1.69
6.1,6.7,30,4,11.67
7.9,6.1,50,1,53.96
8.8,7.9,33,4,24.48
14.3,7.1,8,5,60.04
8.2,7.6,46,3,39.28
6.6,8.3,54,1,18.71
2.7,2.5,38,2,35.29
6.6,8.0,31,3,18.74
9.0,7.2,40,5,24.39
7.3,7.8,8,4,24.58
18.3,7.5,37,1,92.77
15.6,6.8,33,2,86.37
8.3,7.9,58,3,24.94
7.7,13.0,29,3,9.57
8.2,13.5,44,1,11.17
6.3,10.0,30,1,23.4
13.0,10.6,50,1,58.6
8.4,6.9,13,2,47.5
8.6,9.0,31,5,14.25
4.2,12.6,37,4,0.0
7.8,6.2,11,1,56.81
19.3,7.2,36,5,69.86
8.9,6.1,21,4,37.63
19.5,6.6,6,5,89.07
7.0,6.7,6,1,53.75
7.0,6.5,32,1,43.02
8.6,7.3,39,3,40.5
8.6,7.5,23,4,46.17
9.1,3.0,40,3,54.28
15.4,7.6,42,3,71.47
7.1,3.6,56,4,37.58
6.8,6.8,27,3,30.54
6.6,12.1,8,3,13.36
5.4,6.6,30,3,23.01
10.7,2.7,19,4,59.24
7.5,13.5,47,5,0.0
9.5,7.1,13,5,34.32
19.3,13.8,38,2,63.42
6.1,7.0,37,5,16.51
5.4,10.7,17,2,15.17
6.5,2.2,11,2,62.89
5.2,7.0,11,4,14.42
13.9,7.4,54,2,65.82
6.3,8.1,44,5,5.05
8.0,7.2,57,5,7.02
10.7,6.9,21,5,47.88
6.6,13.1,55,1,4.89
6.3,14.8,30,1,6.07
7.8,7.7,42,4,29.57
8.7,5.1,39,1,51.74
9.0,7.0,49,5,17.44
6.8,7.6,8,3,34.57
7.8,7.7,20,3,27.13
9.6,12.1,54,1,24.64
4.6,10.2,44,5,0.0
7.5,6.2,36,3,25.29
6.5,10.2,28,4,5.77
18.8,7.2,24,3,96.28
7.3,10.6,12,3,24.14
6.6,6.7,43,2,31.02
6.9,4.9,58,2,50.94
12.6,7.3,7,5,53.28
13.1,4.1,12,1,94.97
4.3,6.9,38,2,14.91
7.4,5.5,18,1,40.74
7.3,7.2,24,4,40.22
1.3,2.3,25,5,5.3
6.7,7.5,41,2,32.22
15.4,7.9,7,2,95.82
7.0,6.5,13,3,29.61
13.0,6.2,30,4,59.65
8.5,7.0,23,4,42.1
10.9,6.4,55,2,52.14
6.3,13.1,21,2,9.07
1.9,6.5,36,3,0.39
6.3,7.3,7,3,32.51
8.1,10.2,60,2,14.15
6.0,10.0,28,1,23.9
20.0,14.2,16,5,58.41
8.3,6.4,20,5,20.75
7.0,7.7,17,3,36.12
9.8,9.6,29,5,15.66
7.6,9.9,34,5,6.42
7.7,6.4,43,4,22.62
8.1,10.7,17,2,16.86
8.4,13.6,36,2,15.94
4.1,8.3,52,2,14.66
9.2,2.0,8,3,77.49
9.7,8.0,52,4,31.67
18.1,13.4,56,5,40.11
9.9,7.2,42,4,47.08
8.6,14.7,9,3,10.87
8.9,7.9,31,1,52.95
7.8,7.4,57,3,32.88
9.0,7.9,14,2,47.25
8.0,12.5,56,1,15.83
9.1,8.1,24,1,50.42
5.2,6.9,59,4,2.25
9.8,6.8,44,1,61.34
9.5,7.5,44,2,41.44
9.0,8.0,59,2,29.42
9.3,7.0,8,2,54.17
10.0,14.0,14,3,22.01
6.9,13.8,5,4,0.0
7.9,14.4,7,3,1.62
8.2,6.4,25,5,17.38
5.2,6.4,44,2,23.73
7.2,7.3,15,4,14.0
9.5,8.5,38,2,54.35
8.9,7.8,41,1,57.03
1.4,7.8,29,4,0.0
12.4,6.0,10,4,64.42
7.8,6.5,24,5,24.34
13.0,4.3,24,3,78.59
10.3,11.1,42,3,40.74
8.9,7.2,44,2,42.88
8.4,6.7,52,2,40.06
6.0,7.6,38,1,22.44
8.7,6.7,11,1,59.27
8.3,8.6,51,4,20.62
7.6,12.3,52,1,8.97
7.9,7.4,33,5,18.84
8.7,5.2,51,4,29.03
8.0,12.4,6,3,19.49
6.7,3.7,8,1,74.13
9.2,7.7,21,1,46.59
6.1,4.6,59,1,40.84
7.9,7.9,25,2,41.47
8.7,6.5,7,2,56.51
6.9,10.5,45,5,0.0
12.0,10.7,54,5,26.95
11.2,2.2,30,1,79.53
18.9,14.5,47,2,55.88
9.4,7.7,25,1,47.2
9.8,6.8,24,5,44.53
7.4,5.1,56,4,26.45
6.9,6.9,51,2,43.75
6.6,6.9,54,1,46.12
8.5,6.1,44,4,41.95
15.8,6.2,32,1,100.0
9.2,7.4,11,3,46.5
9.8,9.0,27,4,29.28
6.1,7.6,21,1,43.32
8.5,6.4,35,5,33.9
11.0,11.9,12,3,36.41
9.8,7.1,45,5,34.84
2.7,6.7,41,4,9.67
9.7,7.1,12,5,36.71
8.1,14.7,17,5,0.0
7.2,2.2,27,4,40.01
7.3,6.3,19,5,23.12
9.6,7.7,60,4,19.21
3.8,7.4,29,1,17.82
14.0,3.6,25,2,99.64
13.5,6.1,32,5,46.18
8.2,7.9,11,3,26.42
8.9,7.6,55,4,32.72
5.1,14.6,29,5,0.0
1.6,10.7,14,4,0.0
8.8,2.5,57,3,50.4
7.8,9.2,45,1,34.5
9.7,5.3,31,5,31.82
9.8,7.8,22,4,40.62
9.2,6.5,51,2,42.16
8.6,14.7,34,5,0.0
6.7,14.6,52,5,0.0
6.4,3.1,35,1,53.76
8.7,7.4,19,2,46.98
8.3,7.5,58,4,26.27
7.0,6.5,52,4,19.57
11.8,6.6,19,2,66.67
7.1,7.5,8,3,40.38
12.3,10.1,40,5,17.25
8.7,10.9,10,4,25.42
4.3,6.8,26,4,11.53
11.2,7.3,8,1,76.02
9.2,6.0,27,2,48.19
17.0,6.3,35,5,72.38
18.4,14.3,30,1,69.31
18.1,7.8,15,3,88.77
7.2,14.4,25,4,0.0
5.6,11.7,18,1,25.59
8.3,6.8,31,3,33.05
14.2,7.4,54,5,55.53
10.0,7.3,14,1,62.82
8.6,7.2,56,2,39.02
13.0,7.8,12,2,75.83
7.3,3.4,8,1,64.55
7.8,7.4,49,2,38.93
7.6,7.8,11,3,31.22
7.7,9.2,33,1,39.15
18.6,3.2,49,5,82.99
6.9,5.8,29,4,24.64
9.1,6.5,53,4,28.21
8.6,7.0,42,1,50.25
12.9,10.9,5,1,58.87
9.0,6.7,20,3,48.82
19.3,6.6,50,3,88.92
6.9,8.0,7,1,40.23
6.2,7.0,47,2,24.23
9.9,6.2,37,5,31.8
8.1,4.0,11,5,38.12
7.9,6.1,54,3,29.53
7.6,6.2,48,2,54.28
9.7,6.5,44,3,34.87
6.9,6.6,19,1,52.35
6.3,11.5,12,1,10.12
6.8,11.1,29,5,4.52
8.3,6.9,5,1,54.3
10.2,10.2,14,1,57.4
17.8,7.7,50,2,88.92
3.1,7.7,20,1,16.64
8.4,10.1,60,5,4.3
7.7,7.7,16,4,23.47
7.0,3.1,29,5,37.89
9.0,2.5,27,2,79.25
9.8,6.9,18,1,54.82
9.4,8.1,12,1,51.78
7.4,14.8,12,1,17.54
13.2,7.6,30,3,56.45
16.2,7.5,6,3,87.29
11.6,14.3,48,4,8.77
9.9,10.3,13,3,40.48
9.9,6.9,45,3,37.51
8.7,10.8,24,2,37.44
8.1,8.2,42,5,10.01
9.2,6.3,27,5,36.96
6.1,8.4,57,4,15.46
9.1,7.9,18,2,44.86
16.6,13.3,42,1,68.76
7.4,5.9,51,4,27.21
6.8,4.8,32,5,26.2
9.4,3.4,56,5,33.34
6.5,6.2,35,5,4.98
18.1,6.2,54,1,91.75
8.8,12.5,32,5,0.0
13.2,11.3,38,2,54.87
8.6,6.5,50,4,24.31
10.0,8.5,6,3,48.09
3.6,7.7,7,3,8.14
9.6,5.3,41,5,36.66
9.0,6.7,35,3,36.18
2.5,7.1,20,3,5.79
8.5,6.8,33,5,20.44
8.5,3.5,49,5,32.19
6.4,11.1,60,3,0.0
8.8,6.7,11,3,40.15
17.6,12.7,48,1,65.75
8.8,7.1,49,1,48.16
6.6,6.5,46,5,4.15
7.3,7.1,42,1,44.54
17.0,11.6,56,3,53.88
9.9,9.8,15,4,36.35
7.8,6.1,22,5,29.28
6.2,7.6,49,5,0.79
6.8,6.6,30,5,21.94
8.6,6.6,17,1,57.71
8.8,12.1,40,3,12.58
7.7,3.4,47,3,48.97
16.0,6.6,6,3,87.96
6.1,2.4,51,5,29.34
8.4,2.9,37,1,67.64
9.6,7.7,32,4,32.56
8.5,6.0,26,3,53.18
8.8,6.6,50,1,57.54
6.5,12.3,27,3,2.68
8.6,4.0,27,5,37.99
9.8,6.6,41,1,64.27
9.1,6.7,48,1,41.14
6.8,12.8,43,2,4.69
6.0,7.9,57,3,8.2
19.7,10.3,52,1,74.63
7.3,5.9,35,5,27.79
7.7,5.7,27,2,58.1
8.0,6.4,57,3,31.84
7.0,7.0,12,5,26.02
7.8,3.3,35,1,61.2
13.3,14.4,21,3,30.79
17.6,11.6,38,2,69.11
6.6,8.2,49,1,32.17
9.7,2.1,27,1,85.64
9.7,8.8,53,2,33.35
9.0,3.5,43,3,50.94
9.6,10.8,45,4,2.39
7.2,6.3,55,5,15.19
9.3,8.0,29,1,60.83
9.7,6.4,32,2,48.02
6.4,5.4,19,5,22.27
7.1,13.1,25,2,31.75
7.6,7.6,10,1,52.74
2.0,7.6,12,1,24.3
9.2,6.6,37,1,52.54
7.6,9.4,25,4,17.91
19.9,12.6,25,4,77.46
18.6,6.4,14,3,100.0
9.6,6.5,44,1,60.3
6.8,6.9,8,5,24.68
8.2,8.1,13,3,35.09
9.4,6.2,34,3,48.62
2.6,7.6,57,3,0.0
7.9,7.7,32,4,23.44
9.5,3.2,34,5,46.99
8.4,4.5,27,5,45.99
3.3,7.6,28,5,0.0
9.0,9.1,14,3,47.58
9.3,6.8,42,1,55.19
7.6,2.0,23,2,58.22
6.7,6.5,46,4,12.56
5.8,14.4,37,1,0.0
13.9,9.8,29,3,58.91
9.2,7.8,25,3,34.42
18.4,6.1,24,2,100.0
6.9,4.5,20,1,64.42
7.8,6.3,6,5,34.79
8.6,7.6,51,4,31.37
9.1,5.7,40,2,55.49
7.7,6.5,41,5,21.82
3.5,8.0,15,3,15.68
19.6,14.5,53,2,57.22
11.0,12.7,11,5,25.38
7.8,7.2,24,1,48.85
4.8,12.9,45,3,0.0
13.6,6.1,11,2,82.88
9.3,4.2,57,1,63.84
9.7,7.7,58,4,28.53
11.4,6.1,15,3,54.56
15.0,4.0,54,5,69.64
6.4,10.4,45,2,19.8
9.5,6.8,31,2,51.28
13.0,6.5,37,2,66.04
7.1,6.4,12,3,31.56
7.9,7.6,12,2,44.39
15.4,8.5,5,3,72.32
6.9,5.3,36,5,16.55
9.4,7.1,35,3,44.6
9.4,14.4,7,3,11.5
12.9,14.8,25,3,28.43
9.2,8.3,9,3,34.87
9.1,5.8,48,2,46.57
16.0,7.0,42,4,70.15
5.2,4.8,18,3,35.44
6.8,6.5,54,3,32.1
15.4,10.9,28,2,65.05
10.0,7.6,36,2,49.22
15.4,13.6,20,3,54.19
6.2,12.9,54,4,0.0
6.6,9.8,17,4,19.9
3.8,11.6,57,2,0.0
8.6,13.1,28,1,22.12
8.1,6.7,13,4,37.39
15.9,2.2,53,1,100.0
7.1,2.3,20,3,62.23
7.6,6.3,47,2,47.81
6.2,6.1,48,5,0.99
6.7,7.7,49,1,25.7
7.2,6.7,44,1,45.36
10.7,11.9,29,1,49.91
2.7,6.4,19,2,28.14
9.6,7.0,34,2,40.65
8.0,7.1,46,5,12.47
6.9,6.0,17,5,19.16
8.9,7.9,48,3,40.51
8.2,13.0,25,5,1.81
7.5,8.0,42,4,27.85
8.1,6.4,19,4,28.28
9.1,7.2,5,1,63.05
5.0,7.2,60,2,5.87
7.0,7.9,20,5,12.31
13.6,7.6,33,4,54.78
8.0,2.0,27,2,62.14
7.8,13.4,53,5,0.0
12.8,3.3,23,3,77.71
8.6,6.9,39,4,23.48
6.2,5.7,53,5,2.79
9.3,7.7,52,2,31.26
7.2,9.5,31,1,34.45
9.8,7.2,38,5,31.54
7.4,7.9,47,5,14.16
7.1,7.8,52,3,19.91
6.1,8.0,11,4,28.48
8.6,9.4,16,2,35.13
6.1,6.3,52,1,25.03
7.3,6.3,44,3,32.49
17.1,6.2,52,4,70.34
7.8,6.1,14,5,30.05
7.0,6.3,26,3,42.81
7.4,13.9,37,3,6.2
7.1,9.4,16,1,36.38
8.8,14.5,32,1,4.46
8.0,2.4,25,5,39.6
10.4,6.9,44,1,64.74
8.9,11.5,42,2,32.02
7.9,2.5,53,3,51.03
7.4,9.5,19,2,27.14
5.8,7.0,36,1,37.33
7.4,2.4,10,2,75.93
6.2,8.9,37,3,13.26
4.2,7.2,23,1,24.01
9.0,5.6,54,1,69.96
6.1,11.7,38,1,21.51
9.3,7.3,34,5,36.09
9.3,6.1,31,3,50.77
9.1,7.6,30,2,57.18
7.8,9.6,60,4,8.61
6.5,6.1,27,4,37.25
18.9,6.4,32,4,85.6
7.0,10.2,8,5,15.05
9.7,7.7,15,1,61.77
4.9,7.0,25,3,15.67
5.0,6.5,13,3,34.41
6.1,7.6,51,1,35.22
8.9,5.6,16,4,48.67
1.2,7.9,42,2,0.0
3.8,6.9,5,3,24.54
7.2,6.0,57,1,31.19
7.2,13.8,60,4,0.0
7.1,6.4,16,5,34.51
8.1,7.9,27,5,20.74
7.1,6.9,45,4,15.8
8.2,6.8,10,4,37.18
8.8,7.1,36,4,36.18
6.5,10.3,55,1,28.15
6.3,7.3,55,2,28.47
7.2,3.1,43,2,52.74
8.8,13.0,58,2,1.13
8.4,7.3,32,1,43.19
8.6,7.9,14,5,22.33
8.4,8.0,20,1,44.33
8.6,14.0,57,1,12.15
18.1,7.8,24,1,100.0
6.0,11.5,60,4,0.0
9.0,6.4,26,4,37.9
10.0,12.5,60,5,0.0
7.8,6.8,46,3,25.44
7.4,11.3,28,2,16.97
6.6,6.9,34,5,14.87
8.4,6.8,18,5,28.04
9.1,6.4,30,3,53.79
8.5,6.7,12,4,37.79
9.4,10.9,30,3,34.25
6.8,10.0,51,3,14.43
7.1,7.2,26,5,15.14
9.0,8.4,52,5,11.33
4.3,8.0,44,1,16.34
9.9,13.0,16,2,27.84
15.0,11.6,13,5,47.91
9.5,7.6,34,5,28.61
5.6,5.2,41,3,24.28
19.4,7.2,22,5,91.64
16.8,6.6,44,4,73.56
7.6,8.6,39,5,13.88
6.9,14.4,57,1,0.0
6.9,2.8,24,3,55.42
7.2,6.8,16,5,19.15
9.0,7.4,45,5,13.6
8.8,9.6,50,5,1.54
8.4,7.5,60,3,39.86
7.7,13.2,48,5,0.0
9.8,11.0,41,5,12.96
8.0,13.9,48,3,0.0
9.8,11.0,43,3,25.5
8.1,7.0,59,2,38.8
7.8,7.3,34,4,20.09
7.5,11.8,7,1,28.45
1.7,7.3,54,4,2.56
8.1,7.3,12,2,55.66
1.1,7.6,57,3,0.0
9.9,7.3,46,4,31.22
4.5,10.4,32,4,6.07
5.9,11.0,43,1,19.95
7.5,7.9,59,3,20.48
7.7,4.0,5,2,62.66
6.6,7.4,21,4,16.85
5.3,13.9,19,3,0.0
12.4,6.1,21,3,66.85
8.1,7.0,16,2,55.73
9.5,11.0,44,4,13.31
6.8,3.4,23,4,32.8
17.5,6.5,29,1,100.0
7.3,10.2,49,1,26.5
7.4,11.4,42,2,16.92
9.9,6.6,7,1,62.78
9.6,9.8,28,4,23.54
9.8,6.7,58,2,53.63
11.6,4.3,7,4,66.78
4.0,6.2,49,4,2.24
17.9,4.4,47,3,93.4
8.4,5.4,16,1,58.44
6.1,6.1,12,4,25.73
9.2,6.1,54,3,33.94
6.2,6.4,55,5,15.53
17.7,9.7,36,2,83.55
9.1,6.8,26,1,64.95
4.7,2.5,18,3,47.68
9.6,6.5,20,1,63.29
9.5,6.8,27,3,38.97
7.5,6.2,18,4,33.79
6.7,7.5,53,4,9.09
8.4,6.6,20,1,55.32
16.3,11.9,38,3,61.97
11.4,6.4,47,4,48.43
11.1,7.8,22,4,44.12
7.5,5.2,39,1,55.02
6.8,7.3,29,1,43.5
15.3,9.9,57,2,60.94
8.8,8.0,18,3,32.2
9.0,2.3,40,2,72.03
7.7,7.3,44,5,5.24
6.3,8.0,7,4,19.91
10.0,6.9,6,3,55.61
7.1,7.2,42,2,35.82
8.9,7.7,59,5,24.47
17.9,11.8,46,1,78.74
13.3,2.1,26,5,72.19
8.9,6.0,29,3,34.03
6.1,6.4,30,3,30.92
9.1,6.4,12,5,33.5
6.2,4.1,31,2,42.28
9.7,7.6,60,1,58.14
6.2,7.3,29,4,30.49
18.8,6.5,42,4,89.04
11.2,7.9,33,4,38.92
8.6,7.0,45,4,19.83
8.1,7.1,23,1,42.45
7.1,6.9,10,3,33.7
14.8,7.2,48,4,55.11
7.3,10.6,5,3,30.97
9.2,7.3,37,1,55.0
8.4,7.8,48,4,23.25
18.6,7.4,34,5,81.13
6.1,7.7,20,3,25.43
7.2,2.1,22,1,63.93
9.7,8.8,19,1,44.09
8.4,7.4,55,2,42.35
7.8,6.7,41,2,40.09
17.2,12.4,33,3,69.68
8.6,4.2,20,4,49.89
8.3,3.3,20,2,64.71
8.5,6.1,25,3,53.28
6.7,8.0,50,4,16.94
14.4,6.4,28,2,79.56
3.4,6.5,50,3,4.58
6.1,4.6,39,1,37.63
9.7,8.2,48,3,36.04
8.9,6.8,47,5,30.08
6.0,4.8,19,2,44.14
12.5,11.6,40,4,39.36
5.5,7.5,19,5,20.74
8.0,5.2,19,4,39.1
5.6,10.8,50,1,15.19
7.2,6.4,42,1,46.85
7.9,4.9,25,5,33.88
9.2,7.6,5,2,52.66
18.8,7.5,58,1,100.0
7.1,12.7,29,5,0.0
6.3,7.8,45,4,21.1
6.9,13.4,29,5,0.0
2.7,5.5,55,5,0.0
3.4,7.4,22,5,0.0
13.7,6.8,8,4,58.6
8.9,2.6,49,2,64.11
7.7,7.8,27,2,34.74
9.5,12.2,29,2,28.95
8.8,7.8,58,4,12.13
12.3,6.8,34,5,49.73
9.3,6.7,57,5,20.54
18.4,12.2,35,1,70.52
8.4,11.6,26,2,22.8
9.8,7.1,18,3,48.75
7.7,7.5,53,5,9.93
8.7,6.2,50,1,63.31
6.4,6.8,32,2,34.34
12.9,6.2,42,2,78.41
11.5,7.0,38,2,62.13
8.2,9.5,21,3,32.9
8.6,7.8,16,3,36.75
9.1,3.0,52,5,40.48
4.8,7.4,48,4,3.21
9.1,8.4,40,5,24.17
8.8,6.1,41,2,38.69
6.1,7.5,37,5,9.98
6.1,7.0,7,3,29.56
16.0,7.0,34,3,73.52
7.7,5.4,48,4,31.81
8.8,5.4,29,5,22.09
11.1,6.4,52,5,47.36
19.1,8.0,13,4,94.71
7.7,10.8,6,2,36.36
19.2,7.6,18,4,97.65
6.4,6.2,50,4,23.5
7.6,7.6,46,4,20.25
8.8,4.4,28,3,54.3
8.0,4.5,45,4,41.2
6.6,7.1,33,5,13.35
15.0,6.2,27,5,69.7
7.3,8.9,52,3,14.44
8.3,3.5,17,3,63.93
10.1,6.2,30,1,67.14
1.6,13.3,26,2,0.0
1.5,12.0,44,3,0.0
9.8,6.5,27,1,52.03
9.9,6.4,35,4,42.28
9.8,2.6,34,1,91.57
7.3,7.8,30,1,37.5
9.3,10.0,42,1,40.47
8.2,6.9,60,1,33.04
6.3,12.7,55,4,0.0
6.9,7.3,9,2,38.48
9.5,11.1,50,5,0.0
7.9,7.5,10,1,48.97
7.1,2.8,5,4,42.99
7.6,12.5,24,5,0.0
7.6,4.4,31,1,64.84
1.5,4.5,37,5,1.78
6.4,7.2,25,2,23.33
8.9,6.8,15,1,56.09
12.7,3.2,50,5,69.77
8.2,8.9,5,1,48.47
2.0,9.9,47,5,0.0
9.1,3.3,54,1,63.57
10.6,6.3,18,4,56.66
9.2,3.0,23,1,84.02
6.6,10.6,7,3,21.45
9.8,4.9,19,3,59.56
6.5,7.5,33,3,20.78
7.4,14.1,57,4,0.0
7.0,10.4,58,3,5.02
9.3,7.4,52,3,31.81
9.4,6.7,5,2,51.44
13.3,4.6,22,1,89.72
19.7,8.0,34,5,79.58
6.1,9.1,14,2,31.62
10.1,7.1,31,5,35.93
6.6,9.9,7,2,26.37
9.5,6.3,20,2,67.96
8.6,7.3,14,5,34.9
8.9,7.9,12,2,54.6
18.8,4.4,47,5,80.31
18.2,6.4,32,1,100.0
8.1,2.1,60,1,69.36
6.8,7.9,43,4,8.64
9.1,4.4,57,1,65.44
9.2,4.1,33,1,63.87
8.8,3.3,45,1,61.3
7.7,8.0,17,2,39.73
9.6,6.5,53,5,29.87
6.2,6.4,30,2,33.03
8.3,7.9,53,2,21.03
9.7,7.3,60,4,36.59
2.0,9.1,8,3,0.0
7.2,7.2,38,1,38.59
6.7,7.2,22,4,21.89
6.2,3.2,26,2,44.58
9.0,6.7,15,2,58.54
6.5,14.7,13,1,16.21
6.5,5.6,38,2,40.11
8.4,9.7,45,5,12.63
9.6,7.9,22,5,34.64
8.4,7.8,26,1,56.14
6.7,7.9,45,4,16.97
1.5,7.4,14,1,8.92
7.1,7.5,32,5,13.37
15.5,8.0,27,1,92.28
6.0,9.5,7,3,12.72
9.4,10.5,11,1,44.01
11.1,14.9,12,2,25.75
8.5,7.5,36,4,27.88
19.8,10.0,48,3,90.23
8.9,7.1,5,3,47.95
9.8,12.8,29,2,23.01
6.6,6.6,30,5,9.75
10.0,3.0,39,5,41.02
7.1,11.1,17,3,13.58
8.9,7.3,32,4,29.0
8.4,7.5,15,4,19.79
8.2,12.6,58,1,32.9
6.2,12.0,16,3,0.0
9.5,6.5,55,1,52.3
8.7,7.7,47,1,54.57
6.9,6.7,32,1,48.68
9.9,11.0,29,4,20.08
9.8,7.9,33,2,48.88
7.2,6.9,58,1,34.94
9.1,2.8,56,2,63.54
1.5,6.6,5,2,11.2
17.7,3.4,44,1,100.0
6.8,6.9,27,3,46.32
18.9,10.4,55,1,86.21
8.2,6.6,29,5,28.31
8.2,7.1,21,1,55.34
9.1,7.0,11,2,59.66
8.9,7.8,46,3,37.58
12.3,6.2,34,2,61.69
18.4,11.8,10,3,77.76
